1,1,0,50,217
1,1,1,50,218
1,1,2,50,219
1,1,3,50,226
1,1,4,50,223
1,1,5,50,239
1,1,6,50,248
1,1,7,50,245
1,1,8,50,248
1,1,9,50,245
1,1,10,50,243
1,1,11,50,246
1,1,12,50,244
1,1,13,50,259
1,1,14,50,270
1,1,15,50,295
1,1,16,50,285
1,1,17,50,299
1,1,18,50,295
1,1,19,50,301
1,1,20,50,313
1,1,21,50,322
1,1,22,50,330
1,1,23,50,355
1,2,0,50,16
1,2,1,50,46
1,2,2,50,52
1,2,3,50,48
1,2,4,50,55
1,2,5,50,60
1,2,6,50,75
1,2,7,50,84
1,2,8,50,103
1,2,9,50,97
1,2,10,50,96
1,2,11,50,92
1,2,12,50,94
1,2,13,50,100
1,2,14,50,105
1,2,15,50,97
1,2,16,50,92
1,2,17,50,95
1,2,18,50,83
1,2,19,50,79
1,2,20,50,72
1,2,21,50,59
1,2,22,50,51
1,2,23,50,45
1,3,0,50,46
1,3,1,50,52
1,3,2,50,48
1,3,3,50,46
1,3,4,50,49
1,3,5,50,52
1,3,6,50,51
1,3,7,50,49
1,3,8,50,47
1,3,9,50,47
1,3,10,50,46
1,3,11,50,47
1,3,12,50,51
1,3,13,50,49
1,3,14,50,51
1,3,15,50,53
1,3,16,50,56
1,3,17,50,60
1,3,18,50,60
1,3,19,50,58
1,3,20,50,63
1,3,21,50,61
1,3,22,50,65
1,3,23,50,55
1,4,0,50,17
1,4,1,50,360
1,4,2,50,315
1,4,3,50,304
1,4,4,50,279
1,4,5,50,281
1,4,6,50,282
1,4,7,50,272
1,4,8,50,266
1,4,9,50,262
1,4,10,50,259
1,4,11,50,253
1,4,12,50,263
1,4,13,50,266
1,4,14,50,278
1,4,15,50,271
1,4,16,50,260
1,4,17,50,273
1,4,18,50,292
1,4,19,50,289
1,4,20,50,291
1,4,21,50,285
1,4,22,50,280
1,4,23,50,271
1,5,0,50,276
1,5,1,50,281
1,5,2,50,280
1,5,3,50,279
1,5,4,50,278
1,5,5,50,281
1,5,6,50,279
1,5,7,50,277
1,5,8,50,279
1,5,9,50,277
1,5,10,50,279
1,5,11,50,291
1,5,12,50,286
1,5,13,50,277
1,5,14,50,277
1,5,15,50,282
1,5,16,50,285
1,5,17,50,269
1,5,18,50,268
1,5,19,50,267
1,5,20,50,263
1,5,21,50,234
1,5,22,50,256
1,5,23,50,252
1,6,0,50,242
1,6,1,50,251
1,6,2,50,259
1,6,3,50,258
1,6,4,50,282
1,6,5,50,284
1,6,6,50,324
1,6,7,50,334
1,6,8,50,338
1,6,9,50,356
1,6,10,50,360
1,6,11,50,358
1,6,12,50,357
1,6,13,50,356
1,6,14,50,2
1,6,15,50,351
1,6,16,50,327
1,6,17,50,312
1,6,18,50,308
1,6,19,50,322
1,6,20,50,298
1,6,21,50,305
1,6,22,50,301
1,6,23,50,288
1,7,0,50,272
1,7,1,50,286
1,7,2,50,337
1,7,3,50,346
1,7,4,50,350
1,7,5,50,348
1,7,6,50,14
1,7,7,50,19
1,7,8,50,21
1,7,9,50,14
1,7,10,50,7
1,7,11,50,18
1,7,12,50,26
1,7,13,50,19
1,7,14,50,25
1,7,15,50,9
1,7,16,50,10
1,7,17,50,2
1,7,18,50,2
1,7,19,50,355
1,7,20,50,351
1,7,21,50,345
1,7,22,50,347
1,7,23,50,339
1,8,0,50,340
1,8,1,50,343
1,8,2,50,336
1,8,3,50,341
1,8,4,50,333
1,8,5,50,325
1,8,6,50,327
1,8,7,50,325
1,8,8,50,321
1,8,9,50,321
1,8,10,50,318
1,8,11,50,308
1,8,12,50,296
1,8,13,50,284
1,8,14,50,293
1,8,15,50,293
1,8,16,50,291
1,8,17,50,293
1,8,18,50,301
1,8,19,50,303
1,8,20,50,295
1,8,21,50,292
1,8,22,50,301
1,8,23,50,295
1,9,0,50,300
1,9,1,50,307
1,9,2,50,307
1,9,3,50,312
1,9,4,50,307
1,9,5,50,308
1,9,6,50,306
1,9,7,50,322
1,9,8,50,315
1,9,9,50,315
1,9,10,50,324
1,9,11,50,327
1,9,12,50,312
1,9,13,50,318
1,9,14,50,312
1,9,15,50,305
1,9,16,50,274
1,9,17,50,259
1,9,18,50,257
1,9,19,50,237
1,9,20,50,210
1,9,21,50,209
1,9,22,50,216
1,9,23,50,213
1,10,0,50,216
1,10,1,50,234
1,10,2,50,248
1,10,3,50,251
1,10,4,50,247
1,10,5,50,252
1,10,6,50,258
1,10,7,50,256
1,10,8,50,249
1,10,9,50,258
1,10,10,50,242
1,10,11,50,233
1,10,12,50,226
1,10,13,50,203
1,10,14,50,209
1,10,15,50,189
1,10,16,50,159
1,10,17,50,173
1,10,18,50,177
1,10,19,50,180
1,10,20,50,180
1,10,21,50,202
1,10,22,50,183
1,10,23,50,195
1,11,0,50,183
1,11,1,50,183
1,11,2,50,178
1,11,3,50,177
1,11,4,50,187
1,11,5,50,195
1,11,6,50,223
1,11,7,50,209
1,11,8,50,208
1,11,9,50,211
1,11,10,50,222
1,11,11,50,235
1,11,12,50,236
1,11,13,50,243
1,11,14,50,241
1,11,15,50,215
1,11,16,50,222
1,11,17,50,215
1,11,18,50,218
1,11,19,50,126
1,11,20,50,151
1,11,21,50,176
1,11,22,50,183
1,11,23,50,182
1,12,0,50,168
1,12,1,50,174
1,12,2,50,209
1,12,3,50,195
1,12,4,50,204
1,12,5,50,205
1,12,6,50,207
1,12,7,50,200
1,12,8,50,206
1,12,9,50,201
1,12,10,50,201
1,12,11,50,202
1,12,12,50,199
1,12,13,50,200
1,12,14,50,202
1,12,15,50,201
1,12,16,50,207
1,12,17,50,198
1,12,18,50,198
1,12,19,50,196
1,12,20,50,198
1,12,21,50,201
1,12,22,50,206
1,12,23,50,199
1,13,0,50,201
1,13,1,50,208
1,13,2,50,214
1,13,3,50,221
1,13,4,50,211
1,13,5,50,210
1,13,6,50,231
1,13,7,50,248
1,13,8,50,261
1,13,9,50,281
1,13,10,50,288
1,13,11,50,302
1,13,12,50,334
1,13,13,50,322
1,13,14,50,323
1,13,15,50,318
1,13,16,50,318
1,13,17,50,319
1,13,18,50,319
1,13,19,50,335
1,13,20,50,325
1,13,21,50,332
1,13,22,50,324
1,13,23,50,331
1,14,0,50,333
1,14,1,50,353
1,14,2,50,351
1,14,3,50,359
1,14,4,50,22
1,14,5,50,18
1,14,6,50,19
1,14,7,50,27
1,14,8,50,35
1,14,9,50,37
1,14,10,50,28
1,14,11,50,15
1,14,12,50,50
1,14,13,50,74
1,14,15,50,78
1,14,16,50,66
1,14,17,50,93
1,14,18,50,63
1,14,19,50,50
1,14,20,50,43
1,14,21,50,54
1,14,22,50,88
1,14,23,50,72
1,15,0,50,85
1,15,1,50,44
1,15,2,50,351
1,15,3,50,310
1,15,4,50,290
1,15,5,50,315
1,15,6,50,299
1,15,7,50,296
1,15,8,50,305
1,15,9,50,313
1,15,10,50,327
1,15,11,50,330
1,15,12,50,329
1,15,13,50,335
1,15,14,50,343
1,15,15,50,321
1,15,16,50,311
1,15,17,50,332
1,15,18,50,322
1,15,19,50,310
1,15,20,50,310
1,15,21,50,317
1,15,22,50,301
1,15,23,50,322
1,16,0,50,314
1,16,1,50,319
1,16,2,50,325
1,16,3,50,322
1,16,4,50,331
1,16,5,50,357
1,16,6,50,2
1,16,7,50,18
1,16,8,50,45
1,16,9,50,56
1,16,10,50,54
1,16,11,50,31
1,16,12,50,27
1,16,13,50,64
1,16,14,50,3
1,16,15,50,321
1,16,16,50,314
1,16,17,50,248
1,16,18,50,183
1,16,19,50,197
1,16,20,50,199
1,16,21,50,210
1,16,22,50,216
1,16,23,50,221
1,17,0,50,231
1,17,1,50,248
1,17,2,50,239
1,17,3,50,240
1,17,4,50,255
1,17,5,50,241
1,17,6,50,242
1,17,7,50,254
1,17,8,50,250
1,17,9,50,259
1,17,10,50,259
1,17,11,50,270
1,17,12,50,267
1,17,13,50,229
1,17,14,50,206
1,17,15,50,200
1,17,16,50,198
1,17,17,50,185
1,17,18,50,122
1,17,19,50,129
1,17,20,50,103
1,17,21,50,134
1,17,22,50,104
1,17,23,50,67
1,18,0,50,109
1,18,1,50,106
1,18,2,50,97
1,18,3,50,94
1,18,4,50,65
1,18,5,50,49
1,18,6,50,42
1,18,7,50,19
1,18,8,50,5
1,18,9,50,5
1,18,10,50,14
1,18,11,50,342
1,18,12,50,1
1,18,13,50,11
1,18,14,50,26
1,18,15,50,16
1,18,16,50,20
1,18,17,50,6
1,18,18,50,360
1,18,19,50,354
1,18,20,50,5
1,18,21,50,359
1,18,22,50,353
1,18,23,50,356
1,19,0,50,347
1,19,1,50,2
1,19,2,50,360
1,19,3,50,348
1,19,4,50,360
1,19,5,50,355
1,19,6,50,328
1,19,7,50,338
1,19,8,50,327
1,19,9,50,314
1,19,10,50,286
1,19,11,50,284
1,19,12,50,276
1,19,13,50,300
1,19,14,50,298
1,19,15,50,302
1,19,16,50,292
1,19,17,50,279
1,19,18,50,286
1,19,19,50,286
1,19,20,50,318
1,19,21,50,321
1,19,22,50,311
1,19,23,50,304
1,20,0,50,306
1,20,1,50,319
1,20,2,50,349
1,20,3,50,347
1,20,4,50,350
1,20,5,50,37
1,20,6,50,57
1,20,7,50,50
1,20,8,50,56
1,20,9,50,58
1,20,10,50,57
1,20,11,50,64
1,20,12,50,62
1,20,13,50,64
1,20,14,50,86
1,20,15,50,98
1,20,16,50,88
1,20,17,50,80
1,20,18,50,92
1,20,19,50,100
1,20,20,50,89
1,20,21,50,93
1,20,22,50,98
1,20,23,50,96
1,21,0,50,103
1,21,1,50,122
1,21,2,50,173
1,21,3,50,123
1,21,4,50,196
1,21,5,50,223
1,21,6,50,265
1,21,7,50,238
1,21,8,50,242
1,21,9,50,259
1,21,10,50,253
1,21,11,50,241
1,21,12,50,258
1,21,13,50,263
1,21,14,50,254
1,21,15,50,254
1,21,16,50,266
1,21,17,50,311
1,21,18,50,271
1,21,19,50,229
1,21,20,50,247
1,21,21,50,242
1,21,22,50,253
1,21,23,50,257
1,22,0,50,267
1,22,1,50,265
1,22,2,50,232
1,22,3,50,217
1,22,4,50,264
1,22,5,50,227
1,22,6,50,258
1,22,7,50,84
1,22,8,50,117
1,22,9,50,228
1,22,10,50,194
1,22,11,50,43
1,22,12,50,23
1,22,13,50,45
1,22,14,50,54
1,22,15,50,51
1,22,16,50,34
1,22,17,50,35
1,22,18,50,39
1,22,19,50,44
1,22,20,50,41
1,22,21,50,55
1,22,22,50,62
1,22,23,50,67
1,23,0,50,68
1,23,1,50,64
1,23,2,50,55
1,23,3,50,58
1,23,4,50,59
1,23,5,50,59
1,23,6,50,55
1,23,7,50,56
1,23,8,50,58
1,23,9,50,61
1,23,10,50,58
1,23,11,50,60
1,23,12,50,57
1,23,13,50,59
1,23,14,50,64
1,23,15,50,57
1,23,16,50,59
1,23,17,50,58
1,23,18,50,58
1,23,19,50,56
1,23,20,50,53
1,23,21,50,47
1,23,22,50,46
1,23,23,50,42
1,24,0,50,40
1,24,1,50,41
1,24,2,50,35
1,24,3,50,38
1,24,4,50,41
1,24,5,50,37
1,24,6,50,38
1,24,7,50,38
1,24,8,50,31
1,24,9,50,18
1,24,10,50,13
1,24,11,50,7
1,24,12,50,10
1,24,13,50,3
1,24,14,50,360
1,24,15,50,347
1,24,16,50,337
1,24,17,50,330
1,24,18,50,327
1,24,19,50,326
1,24,20,50,321
1,24,21,50,321
1,24,22,50,309
1,24,23,50,317
1,25,0,50,319
1,25,1,50,317
1,25,2,50,308
1,25,3,50,300
1,25,4,50,299
1,25,5,50,300
1,25,6,50,306
1,25,7,50,306
1,25,8,50,296
1,25,9,50,307
1,25,10,50,305
1,25,11,50,308
1,25,12,50,284
1,25,13,50,289
1,25,14,50,278
1,25,15,50,281
1,25,16,50,282
1,25,17,50,282
1,25,18,50,287
1,25,19,50,293
1,25,20,50,295
1,25,21,50,304
1,25,22,50,204
1,25,23,50,211
1,26,0,50,211
1,26,1,50,216
1,26,2,50,207
1,26,3,50,191
1,26,4,50,204
1,26,5,50,197
1,26,6,50,201
1,26,7,50,202
1,26,8,50,232
1,26,9,50,242
1,26,10,50,235
1,26,11,50,245
1,26,12,50,208
1,26,13,50,236
